,healthy_GSM4205771,healthy_GSM4205772,healthy_GSM4205773,healthy_GSM4205774,disease_GSM4205775,disease_GSM4205776,disease_GSM4205777,disease_GSM4205778
ENSG00000037749,2,1,5,9,1,13,6,7
ENSG00000037757,13,31,29,12,14,28,20,35
ENSG00000037897,18,42,18,24,29,15,11,59
ENSG00000037965,0,0,0,0,7,8,12,7
ENSG00000038002,32,91,81,38,34,56,59,46
ENSG00000038210,9,38,16,14,13,8,14,11
ENSG00000038219,235,614,423,301,304,391,348,481
ENSG00000038274,26,160,72,39,70,61,54,37
ENSG00000038295,0,0,6,0,0,0,0,0
ENSG00000038358,0,0,0,0,0,0,0,3
ENSG00000038382,94,249,234,133,142,193,187,251
ENSG00000038427,299,555,416,280,426,611,531,716
ENSG00000038532,16,27,17,11,17,16,22,11
ENSG00000038945,2,2,0,0,1,2,1,2
ENSG00000039068,0,0,0,0,0,0,1,0
ENSG00000039123,48,153,194,118,71,85,77,136
ENSG00000039139,7,37,22,10,7,28,17,25
ENSG00000039319,25,33,64,60,14,38,39,51
ENSG00000039523,55,157,58,58,61,75,49,78
ENSG00000039537,0,0,0,0,0,0,0,0
ENSG00000039560,695,1862,1445,966,349,506,445,627
ENSG00000039600,0,0,0,0,0,0,0,0
ENSG00000039650,28,56,28,23,42,38,46,47
ENSG00000039987,0,0,0,0,0,0,0,0
ENSG00000040199,7,15,36,10,10,12,11,14
ENSG00000040275,81,175,166,119,73,55,55,125
ENSG00000040341,114,197,122,147,144,125,132,211
ENSG00000040487,19,36,25,25,11,13,14,19
ENSG00000040531,4,20,18,7,3,6,14,11
ENSG00000040608,0,0,0,0,3,3,2,2
ENSG00000040633,58,219,96,76,76,96,68,104
ENSG00000040731,0,0,0,0,0,0,0,0
ENSG00000040933,12,12,9,9,16,20,16,20
ENSG00000041353,0,0,0,0,0,0,0,2
ENSG00000041357,323,983,376,290,295,282,304,347
ENSG00000041515,0,0,0,0,0,0,1,1
ENSG00000041802,65,190,92,79,93,78,74,103
ENSG00000041880,48,98,36,39,66,59,32,68
ENSG00000041982,24,55,25,31,63,75,82,57
ENSG00000041988,25,52,29,17,30,23,26,41
ENSG00000042062,0,2,0,3,0,2,0,1
ENSG00000042088,24,47,45,23,12,23,15,20
ENSG00000042286,49,118,55,27,42,33,24,27
ENSG00000042304,0,0,0,0,0,0,0,0
ENSG00000042317,13,22,26,17,11,19,22,27
ENSG00000042429,17,26,42,21,15,16,12,15
ENSG00000042445,134,383,155,125,131,118,109,105
ENSG00000042493,174,388,112,71,117,83,65,124
ENSG00000042753,389,1093,369,256,340,256,217,307
ENSG00000042781,0,0,0,0,0,0,0,0
ENSG00000042813,0,0,0,0,0,0,0,0
ENSG00000042832,0,0,0,0,0,2,0,0
ENSG00000042980,0,0,0,0,0,0,1,0
ENSG00000043039,0,0,0,0,0,0,0,0
ENSG00000043093,12,59,16,36,21,16,32,16
ENSG00000043143,35,107,74,21,34,30,36,37
ENSG00000043355,0,0,2,0,0,0,1,0
ENSG00000043462,0,0,0,0,0,0,0,0
ENSG00000043514,6,28,35,8,9,13,11,14
ENSG00000043591,0,0,0,0,0,0,0,0
ENSG00000044012,0,0,0,0,0,0,0,0
ENSG00000044090,5,25,8,12,21,28,14,29
ENSG00000044115,180,530,344,270,204,285,268,285
ENSG00000044446,20,32,31,13,28,20,8,22
ENSG00000044459,55,90,113,70,60,101,107,153
ENSG00000044524,0,0,0,0,0,0,0,0
ENSG00000044574,895,2566,1088,889,1273,1031,1047,1433
ENSG00000046604,0,0,8,0,0,0,0,0
ENSG00000046647,7,35,15,1,26,22,18,21
ENSG00000046651,21,54,31,46,42,60,67,75
ENSG00000046653,4,15,0,3,4,6,4,2
ENSG00000046774,0,0,0,0,1,2,1,0
ENSG00000046889,0,0,0,0,0,0,0,0
ENSG00000047056,6,42,7,21,5,11,10,10
ENSG00000047188,10,24,34,44,17,27,42,28
ENSG00000047230,4,28,20,16,8,17,16,23
ENSG00000047249,43,124,45,36,38,33,33,26
ENSG00000047315,94,191,136,138,79,111,117,79
ENSG00000047346,15,20,57,16,10,30,18,27
ENSG00000047365,2,4,9,9,3,0,3,1
ENSG00000047410,151,438,634,462,186,411,425,614
ENSG00000047457,0,0,6,0,0,0,0,0
ENSG00000047578,5,17,18,4,4,8,10,4
ENSG00000047579,47,60,60,22,23,34,29,54
ENSG00000047597,0,0,0,0,0,1,1,0
ENSG00000047617,1,0,0,0,0,0,0,0
ENSG00000047621,9,46,49,46,15,47,32,56
ENSG00000047634,15,43,43,35,13,35,17,11
ENSG00000047644,34,85,51,32,55,88,60,77
ENSG00000047648,0,11,4,4,2,7,8,11
ENSG00000047662,0,0,4,2,0,0,1,0
ENSG00000047849,486,1279,912,575,589,826,726,970
ENSG00000047932,91,183,116,82,103,115,100,146
ENSG00000047936,0,0,0,0,0,0,0,0
ENSG00000048028,25,63,28,11,19,38,26,23
ENSG00000048052,8,19,3,18,11,11,12,3
ENSG00000048140,78,135,67,78,35,52,64,74
ENSG00000048162,58,134,64,44,54,47,28,30
ENSG00000048342,27,85,42,44,29,60,39,39
ENSG00000048392,21,88,85,61,16,37,30,44
ENSG00000048405,38,49,47,54,40,45,34,40
ENSG00000048462,0,0,0,0,0,0,0,0
ENSG00000048471,15,36,21,15,19,16,12,13
ENSG00000048540,0,4,0,0,0,0,0,1
ENSG00000048544,172,407,210,127,187,176,164,231
ENSG00000048545,1,0,0,0,0,0,0,0
ENSG00000048649,273,666,423,236,280,353,285,480
ENSG00000048707,28,66,77,37,30,47,36,37
ENSG00000048740,42,97,93,56,81,113,95,126
ENSG00000048828,558,1336,932,586,659,748,620,803
ENSG00000048991,44,131,82,25,49,68,68,56
ENSG00000049089,0,2,0,0,1,3,1,8
ENSG00000049130,44,117,90,73,22,33,32,29
ENSG00000049167,18,7,13,3,11,12,12,4
ENSG00000049192,14,41,17,22,21,31,23,35
ENSG00000049239,30,60,33,38,152,132,109,141
ENSG00000049245,141,526,182,99,183,159,152,170
ENSG00000049246,5,3,1,3,4,15,8,14
ENSG00000049247,0,0,0,0,0,0,0,0
ENSG00000049249,0,0,0,0,0,1,0,1
ENSG00000049283,0,2,0,0,0,0,0,0
ENSG00000049323,527,1255,1186,875,569,951,973,1586
ENSG00000049449,229,561,301,213,278,341,275,356
ENSG00000049540,7,28,18,9,55,30,45,31
ENSG00000049541,32,75,36,21,24,13,14,27
ENSG00000049618,63,149,55,57,82,80,78,91
ENSG00000049656,112,337,150,120,127,117,81,85
ENSG00000049759,20,37,15,5,70,62,62,71
ENSG00000049768,0,0,0,0,0,0,0,0
ENSG00000049769,3,9,0,1,1,10,2,4
ENSG00000049860,182,604,286,178,202,248,164,145
ENSG00000049883,9,55,45,17,16,24,32,32
ENSG00000050030,0,0,0,0,0,0,0,0
ENSG00000050130,16,61,39,45,11,24,25,13
ENSG00000050165,338,1091,586,265,375,480,415,435
ENSG00000050327,2,4,0,1,9,4,9,6
ENSG00000050344,8,18,54,32,7,24,30,38
ENSG00000050393,29,88,27,18,25,28,30,37
ENSG00000050405,253,889,963,672,247,527,504,714
ENSG00000050426,25,40,27,8,28,28,31,34
ENSG00000050438,11,34,29,12,14,15,9,15
ENSG00000050555,0,0,0,0,0,0,0,0
ENSG00000050628,1,0,0,0,0,0,0,0
ENSG00000050730,0,0,0,0,0,1,1,7
ENSG00000050748,17,54,20,27,11,20,26,19
ENSG00000050767,0,0,0,0,0,0,0,0
ENSG00000050820,62,156,43,61,79,45,51,63
ENSG00000051009,12,26,23,10,8,14,11,12
ENSG00000051108,52,131,63,46,66,54,62,49
ENSG00000051128,125,423,119,102,135,99,92,136
ENSG00000051180,17,35,19,20,8,16,9,10
ENSG00000051341,6,6,19,15,8,12,12,8
ENSG00000051382,30,55,36,20,13,30,8,23
ENSG00000051523,23,35,22,26,18,8,9,18
ENSG00000051596,16,51,33,14,9,4,5,2
ENSG00000051620,172,522,217,196,157,182,172,227
ENSG00000051825,22,73,37,17,22,36,21,30
ENSG00000052126,18,86,69,65,74,83,89,107
ENSG00000052344,0,0,0,0,0,0,0,0
ENSG00000052723,16,54,46,27,23,20,26,23
ENSG00000052749,35,67,40,18,23,12,11,30
ENSG00000052795,37,118,33,42,48,29,46,49
ENSG00000052802,60,112,60,35,149,119,130,130
ENSG00000052841,46,110,47,72,80,100,74,86
ENSG00000052850,0,0,0,0,0,0,0,0
ENSG00000053108,0,0,0,1,0,0,0,1
ENSG00000053254,413,634,394,222,427,404,383,419
ENSG00000053328,0,0,0,0,0,0,0,0
ENSG00000053371,106,350,92,75,84,86,78,87
ENSG00000053372,159,352,199,130,134,105,112,134
ENSG00000053438,0,0,7,0,4,0,1,2
ENSG00000053501,22,59,33,16,31,32,26,27
ENSG00000053524,0,0,0,0,0,0,0,0
ENSG00000053702,1,2,0,0,4,0,0,0
ENSG00000053747,0,0,0,0,0,0,0,0
ENSG00000053770,24,55,34,13,26,17,21,28
ENSG00000053900,14,66,59,19,9,39,29,23
ENSG00000053918,0,0,0,0,0,0,0,0
ENSG00000054116,138,355,142,109,159,167,134,246
ENSG00000054118,316,883,591,403,459,491,446,619
ENSG00000054148,204,486,184,126,324,218,268,438
ENSG00000054179,0,0,0,0,0,0,0,0
ENSG00000054219,0,0,0,0,0,0,0,0
ENSG00000054267,162,375,275,172,184,268,243,263
ENSG00000054277,19,40,18,10,26,51,39,44
ENSG00000054282,107,208,133,90,113,97,93,146
ENSG00000054356,2,1,14,0,3,5,7,14
ENSG00000054392,5,8,4,5,6,2,8,6
ENSG00000054523,100,184,213,122,115,148,160,166
ENSG00000054598,11,39,29,12,36,28,22,29
ENSG00000054611,47,111,73,33,69,68,54,110
ENSG00000054654,45,108,143,66,45,84,68,123
ENSG00000054690,0,0,0,0,0,1,3,0
ENSG00000054793,41,176,83,40,50,57,48,58
ENSG00000054796,0,0,0,0,0,0,0,0
ENSG00000054803,0,0,0,0,0,0,0,0
ENSG00000054938,0,0,0,0,4,0,1,0
ENSG00000054965,9,29,19,6,6,15,17,20
ENSG00000054967,4,14,3,2,1,3,2,4
ENSG00000054983,24,64,16,8,34,27,28,27
ENSG00000055044,214,577,310,219,210,209,206,235
ENSG00000055070,186,518,197,149,215,160,130,154
ENSG00000055118,0,0,0,0,0,5,0,0
ENSG00000055130,52,166,86,74,65,105,78,94
ENSG00000055147,34,68,79,24,41,43,26,42
ENSG00000055163,4,15,20,11,12,12,8,10
ENSG00000055208,15,40,52,34,24,36,25,32
ENSG00000055211,111,268,142,100,143,132,133,179
ENSG00000055332,98,333,272,162,131,204,170,202
ENSG00000055483,81,121,101,60,52,83,63,110
ENSG00000055609,90,143,140,101,93,162,133,195
ENSG00000055732,0,0,0,0,0,0,1,0
ENSG00000055813,3,0,0,0,0,1,0,1
ENSG00000055917,42,71,62,27,57,58,66,62
ENSG00000055950,129,438,205,102,126,117,92,136
ENSG00000055955,0,0,0,1,0,0,0,1
ENSG00000055957,0,0,0,0,0,0,0,0
ENSG00000056050,24,76,67,36,28,53,50,72
ENSG00000056097,96,298,338,206,92,187,177,249
ENSG00000056277,1,8,6,4,2,5,3,3
ENSG00000056291,0,0,0,0,0,0,0,0
ENSG00000056487,0,0,0,0,0,0,0,0
ENSG00000056558,1,10,6,3,11,6,5,7
ENSG00000056586,64,187,112,53,78,111,79,127
ENSG00000056736,0,0,0,0,0,0,0,0
ENSG00000056972,20,51,14,10,19,16,22,32
ENSG00000056998,14,21,18,14,38,28,35,25
ENSG00000057019,655,1885,1230,899,270,430,381,440
ENSG00000057149,0,0,0,0,0,0,0,0
ENSG00000057252,66,130,102,69,38,32,18,27
ENSG00000057294,0,0,0,0,0,0,0,1
ENSG00000057468,0,0,0,0,0,0,0,0
ENSG00000057593,0,0,0,0,0,0,0,0
ENSG00000057608,450,1233,625,406,359,354,396,463
ENSG00000057657,8,19,27,2,5,13,9,12
ENSG00000057663,22,60,16,25,12,15,19,15
ENSG00000057704,0,1,0,0,0,0,2,0
ENSG00000057757,64,144,65,23,67,35,41,45
ENSG00000057935,17,30,30,23,19,33,13,45
ENSG00000058056,68,197,126,75,77,71,69,86
ENSG00000058063,14,23,27,34,18,21,40,26
ENSG00000058085,1,8,7,11,5,1,0,3
ENSG00000058091,56,160,92,81,52,61,50,69
ENSG00000058262,233,596,258,176,318,297,214,335
ENSG00000058272,347,840,465,356,379,485,422,603
ENSG00000058335,0,0,0,0,0,0,0,1
ENSG00000058404,1,0,2,0,2,1,0,3
ENSG00000058453,7,15,5,14,11,7,8,13
ENSG00000058600,12,25,16,15,16,24,10,22
ENSG00000058668,414,1257,795,562,522,669,618,886
ENSG00000058673,57,120,170,88,63,130,122,127
ENSG00000058729,14,54,55,14,22,28,19,30
ENSG00000058799,35,100,29,29,44,28,32,36
ENSG00000058804,39,145,71,54,27,33,25,37
ENSG00000058866,0,0,0,0,0,0,0,0
ENSG00000059122,26,81,25,12,21,15,21,29
ENSG00000059145,12,56,19,17,23,9,9,15
ENSG00000059377,6,15,7,10,11,11,6,13
ENSG00000059378,4,12,13,8,6,17,12,17
ENSG00000059573,44,145,96,55,27,40,36,26
ENSG00000059588,4,17,19,11,5,15,11,5
ENSG00000059691,21,59,35,12,23,21,30,25
ENSG00000059728,1,8,0,4,4,3,5,2
ENSG00000059758,16,124,93,43,16,34,30,23
ENSG00000059769,17,33,49,36,14,47,24,39
ENSG00000059804,108,197,119,79,95,100,73,94
ENSG00000059915,2,1,1,0,4,6,2,1
ENSG00000060069,17,53,19,13,14,17,17,24
ENSG00000060138,196,415,380,231,141,274,202,310
ENSG00000060140,0,0,0,0,0,0,0,0
ENSG00000060237,192,359,225,172,211,237,198,262
ENSG00000060339,327,869,662,429,263,375,384,416
ENSG00000060491,64,115,40,21,95,52,36,60
ENSG00000060558,0,1,0,0,0,0,0,0
ENSG00000060566,0,0,0,0,0,0,0,0
ENSG00000060642,8,21,4,15,8,6,10,4
ENSG00000060656,2,7,0,0,36,28,17,22
ENSG00000060688,13,12,7,15,4,6,10,6
ENSG00000060709,0,0,0,0,0,0,0,0
ENSG00000060718,5,12,1,1,15,27,21,34
ENSG00000060749,22,121,97,70,45,87,77,124
ENSG00000060762,19,54,57,16,18,14,16,23
ENSG00000060971,44,162,71,57,69,55,54,74
ENSG00000060982,277,756,402,299,384,338,346,468
ENSG00000061273,455,848,382,404,719,718,622,850
ENSG00000061337,5,17,10,14,22,13,18,26
ENSG00000061455,12,32,19,20,39,53,32,66
ENSG00000061492,0,0,0,0,0,0,0,0
ENSG00000061656,0,8,9,7,4,2,2,4
ENSG00000061676,107,300,152,86,93,116,109,115
ENSG00000061794,58,221,121,86,62,95,66,75
ENSG00000061918,0,3,0,1,10,19,20,19
ENSG00000061936,75,175,148,114,95,137,132,143
ENSG00000061938,31,80,26,22,60,27,27,46
ENSG00000061987,24,68,48,27,20,29,31,28
ENSG00000062038,0,0,0,0,0,0,0,0
ENSG00000062096,0,0,0,0,0,0,0,0
ENSG00000062194,70,149,155,96,89,148,104,118
ENSG00000062282,0,0,0,0,0,2,0,0
ENSG00000062370,1,16,5,2,2,8,3,4
ENSG00000062485,96,318,131,116,93,112,118,72
ENSG00000062524,2,2,0,0,1,1,1,0
ENSG00000062582,0,0,0,0,0,1,2,0
ENSG00000062598,14,61,16,12,24,12,21,30
ENSG00000062650,79,258,159,147,51,112,90,99
ENSG00000062716,56,216,132,78,138,177,178,197
ENSG00000062725,35,86,79,54,51,72,65,76
ENSG00000062822,8,16,3,4,4,11,4,4
ENSG00000063015,0,0,0,0,0,0,0,1
ENSG00000063046,32,111,155,149,35,110,138,179
ENSG00000063127,0,1,0,0,1,0,0,0
ENSG00000063169,2,7,4,2,6,4,4,5
ENSG00000063176,30,47,38,23,24,31,14,7
ENSG00000063177,1330,3710,1472,1087,1885,1513,1474,1909
ENSG00000063180,1,21,0,0,12,8,5,22
ENSG00000063241,29,85,18,18,37,34,21,16
ENSG00000063244,160,463,154,129,219,146,128,186
ENSG00000063245,229,394,140,83,225,143,129,211
ENSG00000063322,87,133,68,56,47,50,40,56
ENSG00000063438,33,69,86,32,47,88,67,96
ENSG00000063515,0,0,0,0,0,0,0,0
ENSG00000063587,43,69,44,14,42,44,32,42
ENSG00000063601,25,103,28,24,32,29,35,20
ENSG00000063660,250,472,269,164,327,324,261,371
ENSG00000063761,2,20,6,0,3,3,11,1
ENSG00000063854,40,115,54,37,43,36,30,22
ENSG00000063978,22,67,19,17,18,19,12,17
ENSG00000064012,5,7,17,27,0,9,4,7
ENSG00000064042,50,177,95,73,21,36,19,23
ENSG00000064102,24,86,49,62,33,27,37,33
ENSG00000064115,41,88,121,105,29,46,60,48
ENSG00000064195,0,0,0,0,0,0,0,0
ENSG00000064199,24,59,42,41,19,34,28,45
ENSG00000064201,0,0,0,0,1,0,0,2
ENSG00000064205,4,1,3,1,24,22,20,22
ENSG00000064218,0,0,0,0,0,0,0,0
ENSG00000064225,3,16,5,0,6,6,6,7
ENSG00000064270,0,0,0,0,0,0,0,0
ENSG00000064300,0,0,0,0,0,0,0,0
ENSG00000064309,0,0,0,0,4,5,2,8
ENSG00000064313,62,174,143,132,75,97,91,143
ENSG00000064393,198,503,260,199,224,235,158,186
ENSG00000064419,155,364,148,142,144,119,88,114
ENSG00000064489,2,0,0,0,2,0,0,0
ENSG00000064490,39,102,50,28,48,36,26,45
ENSG00000064545,31,113,38,16,51,40,24,29
ENSG00000064547,2,6,4,0,5,2,0,1
ENSG00000064601,187,403,135,103,197,161,122,189
ENSG00000064607,86,219,105,56,83,97,86,93
ENSG00000064651,39,87,95,25,64,78,70,76
ENSG00000064652,52,110,27,24,32,31,25,46
ENSG00000064655,2,5,0,0,8,8,8,9
ENSG00000064666,572,926,340,243,634,507,483,623
ENSG00000064687,2,1,1,0,3,3,1,3
ENSG00000064692,0,0,0,0,6,3,12,9
ENSG00000064703,11,46,34,22,8,21,14,12
ENSG00000064726,8,19,27,12,19,16,17,19
ENSG00000064763,0,0,0,0,1,3,2,5
ENSG00000064787,0,0,0,0,0,0,0,0
ENSG00000064835,0,0,0,0,0,0,0,0
ENSG00000064886,0,1,0,0,0,1,3,0
ENSG00000064932,18,62,31,24,58,57,36,28
ENSG00000064933,8,38,34,21,17,30,28,31
ENSG00000064961,45,148,82,68,61,65,35,60
ENSG00000064989,0,0,3,0,0,0,4,0
ENSG00000064995,53,92,53,36,83,57,64,82
ENSG00000064999,12,24,6,6,14,16,14,11
ENSG00000065000,514,1280,468,353,549,458,314,467
ENSG00000065029,26,42,17,15,22,21,18,19
ENSG00000065054,144,258,135,80,139,58,59,94
ENSG00000065057,19,58,18,16,33,28,24,29
ENSG00000065060,3,6,20,8,2,2,1,3
ENSG00000065135,204,484,308,153,194,263,202,275
ENSG00000065150,106,296,299,162,107,157,190,225
ENSG00000065154,56,191,140,116,43,67,56,31
ENSG00000065183,47,76,65,74,30,43,43,60
ENSG00000065243,62,144,181,159,35,100,91,130
ENSG00000065268,59,145,64,38,90,58,42,64
ENSG00000065308,268,574,474,284,336,479,384,518
ENSG00000065320,0,1,0,0,1,3,1,1
ENSG00000065325,0,0,0,0,0,0,0,0
ENSG00000065328,35,65,56,53,22,13,16,26
ENSG00000065357,135,272,101,71,150,110,70,123
ENSG00000065361,0,1,0,4,2,1,0,0
ENSG00000065371,0,0,0,0,0,0,0,0
ENSG00000065413,1,15,8,0,1,17,15,9
ENSG00000065427,211,649,253,167,218,170,212,242
ENSG00000065457,47,103,50,31,54,34,31,63
ENSG00000065485,11,55,20,10,20,20,15,37
ENSG00000065491,14,25,9,6,7,6,9,7
ENSG00000065518,117,560,210,152,209,150,136,156
ENSG00000065526,29,107,65,57,40,101,70,90
ENSG00000065534,937,1910,950,691,2090,2487,2019,2768
ENSG00000065548,370,931,459,292,464,372,376,568
ENSG00000065559,35,39,64,28,15,20,27,38
ENSG00000065600,11,15,18,3,11,7,7,12
ENSG00000065609,0,0,0,0,0,0,0,0
ENSG00000065613,186,523,622,304,140,259,280,334
ENSG00000065615,12,25,15,18,10,20,17,17
ENSG00000065618,0,0,0,0,0,0,0,0
ENSG00000065621,20,64,23,30,4,5,10,9
ENSG00000065665,5,17,12,6,6,4,1,5
ENSG00000065675,0,0,0,0,0,0,0,0
ENSG00000065717,0,1,0,0,2,3,0,0
ENSG00000065802,104,190,63,81,110,98,67,93
ENSG00000065809,294,809,718,479,117,195,190,246
ENSG00000065833,31,120,53,55,45,49,72,73
ENSG00000065882,77,212,109,87,52,93,58,72
ENSG00000065883,18,49,31,33,23,27,42,56
ENSG00000065911,41,95,69,58,56,70,37,45
ENSG00000065923,65,119,161,68,50,83,55,71
ENSG00000065970,51,89,48,27,38,24,35,41
ENSG00000065978,268,973,1803,1262,425,1192,1275,2063
ENSG00000065989,40,54,26,44,52,33,29,43
ENSG00000066027,27,92,66,42,36,50,46,65
ENSG00000066032,0,0,0,0,0,0,0,0
ENSG00000066044,100,277,95,109,84,83,76,54
ENSG00000066056,0,0,2,0,0,1,0,0
ENSG00000066084,23,52,28,23,5,20,20,17
ENSG00000066117,20,51,28,40,15,33,27,33
ENSG00000066135,24,82,82,46,57,53,45,47
ENSG00000066136,13,94,42,24,35,25,30,16
ENSG00000066185,0,0,0,0,0,0,0,0
ENSG00000066230,0,0,0,0,0,0,0,0
ENSG00000066248,6,5,3,12,19,19,15,14
ENSG00000066279,87,277,449,267,78,146,198,196
ENSG00000066294,0,0,0,0,0,0,0,0
ENSG00000066322,74,179,49,56,64,48,41,59
ENSG00000066336,0,0,0,0,0,0,0,0
ENSG00000066379,6,50,29,11,13,17,13,13
ENSG00000066382,0,0,0,0,0,0,0,0
ENSG00000066405,0,0,0,0,0,0,0,0
ENSG00000066422,15,26,78,34,16,43,27,45
ENSG00000066427,54,77,72,17,61,70,50,57
ENSG00000066455,12,14,20,16,12,25,24,16
ENSG00000066468,0,0,0,0,0,0,0,2
ENSG00000066557,13,57,43,21,20,16,10,21
ENSG00000066583,8,34,13,10,3,9,14,5
ENSG00000066629,28,61,26,13,34,43,41,30
ENSG00000066651,5,17,19,11,4,13,10,13
ENSG00000066654,67,161,83,34,61,59,64,69
ENSG00000066697,53,160,109,95,63,84,108,94
ENSG00000066735,0,0,0,0,0,0,0,1
ENSG00000066739,7,26,27,33,20,43,24,34
ENSG00000066777,32,62,76,75,35,103,88,111
ENSG00000066813,0,0,0,0,0,0,0,0
ENSG00000066827,10,5,5,3,5,12,6,21
ENSG00000066855,9,53,45,36,7,19,22,13
ENSG00000066923,0,0,0,0,2,0,1,0
ENSG00000066926,20,40,21,7,20,26,25,31
ENSG00000066933,72,142,135,81,83,75,75,109
ENSG00000067048,38,67,36,38,0,0,0,0
ENSG00000067057,323,800,289,217,224,179,178,195
ENSG00000067064,24,108,72,32,35,39,59,47
ENSG00000067066,128,278,182,143,124,159,120,168
ENSG00000067082,427,958,449,341,303,380,333,329
ENSG00000067113,42,76,50,34,51,45,42,67
ENSG00000067141,9,6,5,15,26,23,25,35
ENSG00000067167,119,498,396,243,154,206,203,212
ENSG00000067177,0,4,1,0,10,4,5,5
ENSG00000067182,150,375,132,148,251,241,207,230
ENSG00000067191,3,3,5,4,5,3,5,0
ENSG00000067208,121,338,246,130,132,159,128,189
ENSG00000067221,15,34,37,8,15,16,10,22
ENSG00000067225,2504,4878,1421,1086,3104,1927,1618,2215
ENSG00000067248,141,514,265,258,125,200,215,288
ENSG00000067334,84,264,207,119,85,110,144,141
ENSG00000067365,17,60,28,16,25,35,35,45
ENSG00000067369,45,152,120,82,79,120,99,178
ENSG00000067445,1,3,8,3,26,38,21,41
ENSG00000067533,37,129,140,94,56,107,94,126
ENSG00000067560,829,2210,920,835,1038,902,855,1031
ENSG00000067596,24,83,39,24,26,28,44,38
ENSG00000067606,2,2,0,6,4,0,1,3
ENSG00000067646,3,22,21,23,0,0,0,0
ENSG00000067704,39,90,124,58,40,61,72,92
ENSG00000067715,0,0,6,2,15,34,39,36
ENSG00000067798,38,103,114,61,22,45,56,82
ENSG00000067829,93,208,58,52,77,60,68,51
ENSG00000067836,17,61,17,11,25,15,14,21
ENSG00000067840,0,4,0,2,0,0,0,0
ENSG00000067842,0,0,0,0,0,0,0,0
ENSG00000067900,284,877,726,502,347,442,385,527
ENSG00000067955,95,182,42,64,51,45,44,54
ENSG00000067992,1,2,7,0,7,1,1,4
ENSG00000068001,12,64,30,19,24,23,19,12
ENSG00000068024,7,17,16,4,16,18,15,12
ENSG00000068028,58,78,31,36,53,36,20,30
ENSG00000068078,2,3,0,0,0,0,0,2
ENSG00000068079,27,64,12,4,28,19,36,22
ENSG00000068097,11,71,41,22,41,39,34,63
ENSG00000068120,53,115,37,26,71,42,54,56
ENSG00000068137,12,36,31,27,12,24,13,21
ENSG00000068305,30,66,84,43,69,123,96,123
ENSG00000068308,58,207,59,41,89,79,84,94
ENSG00000068323,148,324,144,80,178,116,67,112
ENSG00000068354,24,82,40,14,17,25,11,42
ENSG00000068366,76,183,161,118,80,160,156,145
ENSG00000068383,156,316,140,105,124,133,99,94
ENSG00000068394,8,61,16,10,23,18,19,21
ENSG00000068400,83,152,64,67,105,94,71,139
ENSG00000068438,44,87,35,36,50,59,46,46
ENSG00000068489,273,512,405,241,204,221,250,282
ENSG00000068615,0,0,0,0,0,0,1,0
ENSG00000068650,12,44,13,23,25,27,22,33
ENSG00000068654,28,59,47,47,26,28,47,18
ENSG00000068697,856,2545,947,817,1365,1145,1121,1014
ENSG00000068724,30,54,25,6,15,27,20,22
ENSG00000068745,26,118,65,50,53,72,80,76
ENSG00000068781,0,0,0,0,0,0,0,0
ENSG00000068784,9,29,32,14,11,23,25,25
ENSG00000068796,43,90,127,132,38,78,76,102
ENSG00000068831,0,8,0,0,0,3,0,2
ENSG00000068878,127,316,129,155,153,152,121,172
ENSG00000068885,7,36,19,4,24,9,9,13
ENSG00000068903,20,99,36,21,32,46,32,65
ENSG00000068912,55,180,144,91,61,134,84,128
ENSG00000068971,8,39,10,7,12,4,8,7
ENSG00000068976,0,0,0,0,2,0,0,0
ENSG00000068985,0,0,0,0,0,0,0,0
ENSG00000069011,102,237,103,33,24,24,12,24
ENSG00000069018,0,0,0,0,0,0,0,0
ENSG00000069020,62,149,48,38,80,77,54,87
ENSG00000069122,0,0,0,0,1,0,1,0
ENSG00000069188,0,0,0,0,0,0,0,0
ENSG00000069206,0,0,0,0,0,0,0,0
ENSG00000069248,23,110,55,29,52,42,44,40
ENSG00000069275,1620,4198,2514,1661,2228,2374,2104,3005
ENSG00000069329,208,644,329,214,214,252,237,260
ENSG00000069345,42,187,163,96,48,59,76,119
ENSG00000069399,45,131,33,32,85,70,60,94
ENSG00000069424,0,9,0,5,9,12,6,1
ENSG00000069431,12,29,24,15,18,22,30,34
ENSG00000069482,2,4,6,11,4,9,2,3
ENSG00000069493,1,14,10,1,11,10,10,18
ENSG00000069509,15,34,26,20,11,19,23,39
ENSG00000069535,0,1,2,3,15,26,22,28
ENSG00000069667,0,6,6,10,5,10,3,13
ENSG00000069696,0,0,0,0,0,1,0,0
ENSG00000069702,66,181,45,65,91,109,73,106
ENSG00000069712,2,0,5,2,1,5,7,16
ENSG00000069764,0,0,0,0,0,0,0,0
ENSG00000069812,0,6,0,0,0,2,0,0
ENSG00000069849,349,895,373,260,262,243,202,231
ENSG00000069869,16,46,62,59,8,33,36,53
ENSG00000069943,18,67,25,12,8,14,17,25
ENSG00000069956,53,122,58,31,54,61,72,93
ENSG00000069966,15,73,39,31,44,46,36,56
ENSG00000069974,36,121,55,29,36,31,37,42
ENSG00000069998,19,52,41,25,13,25,15,12
ENSG00000070010,124,378,138,91,156,107,98,122
ENSG00000070018,21,58,63,23,30,33,32,54
ENSG00000070019,0,1,0,1,0,0,0,0
ENSG00000070031,0,0,0,0,0,0,0,0
